id	GWEIGHT	log2WT	log2KO	log2KO-WT
Mrpl18	1	10.69259374	11.01485784	0.322264103
Mrpl19	1	9.624139207	9.849693351	0.225554144
Mrpl2	1	9.94120611	10.20927621	0.268070102
Mrpl20	1	10.00011091	10.1031456	0.103034688
Mrpl21	1	9.094226228	9.445790491	0.351564263
Mrpl22	1	8.89018441	9.064269621	0.174085211
Mrpl23	1	5.937435607	6.472525155	0.535089547
Mrpl24	1	9.628557153	10.06659106	0.438033906
Mrpl27	1	8.089213333	8.387827397	0.298614065
Mrpl28	1	10.07536179	10.58749613	0.512134344
Mrpl3	1	10.13410556	10.144152	0.010046448
Mrpl30	1	9.810480677	10.0161424	0.205661721
Mrpl32	1	8.765893222	9.154839339	0.388946117
Mrpl33	1	9.356109401	9.864581547	0.508472146
Mrpl34	1	9.415674424	9.976472481	0.560798057
Mrpl35	1	9.21810299	9.49012211	0.27201912
Mrpl36	1	9.410635222	9.850081877	0.439446655
Mrpl37	1	9.936667561	10.17079834	0.234130778
Mrpl38	1	9.686658116	9.960367275	0.273709159
Mrpl39	1	9.205955345	9.503696376	0.297741031
Mrpl4	1	9.710557204	9.780171948	0.069614744
Mrpl40	1	9.085091483	9.213423506	0.128332022
Mrpl41	1	9.252048175	9.664081746	0.412033571
Mrpl42	1	9.227336005	9.421968208	0.194632203
Mrpl43	1	8.956681051	9.616194249	0.659513198
Mrpl44	1	8.743684194	9.259035558	0.515351364
Mrpl45	1	9.341630299	9.67655288	0.334922582
Mrpl46	1	9.043147361	9.588228712	0.545081351
Mrpl47	1	8.383389261	8.410356925	0.026967664
Mrpl48	1	8.957111288	9.409861794	0.452750506
Mrpl49	1	9.621926073	9.873106981	0.251180908
Mrpl50	1	9.534845067	9.618104774	0.083259706
Mrpl51	1	9.86087388	10.42459273	0.563718848
Mrpl52	1	9.215764188	8.771497406	-0.444266782
Mrpl53	1	8.139803334	8.240458202	0.100654868
Mrpl54	1	8.934385832	9.620550318	0.686164486
Mrpl55	1	8.379724189	8.657017957	0.277293768
Mrpl9	1	10.18958486	10.3079952	0.11841034
Mrps10	1	8.684114612	8.997729328	0.313614716
Mrps11	1	8.926734963	9.368042275	0.441307313
Mrps12	1	8.885431179	9.465461783	0.580030604
Mrps14	1	9.640617698	9.977733721	0.337116022
Mrps15	1	9.466307005	9.914088192	0.447781187
Mrps16	1	8.867284981	9.639821206	0.772536225
Mrps17	1	9.392798745	9.637073948	0.244275204
Mrps18a	1	8.772847247	9.190945694	0.418098447
Mrps18b	1	9.308657942	9.428252059	0.119594118
Mrps18c	1	9.176320571	9.581084402	0.404763831
Mrps2	1	9.398417358	9.45191224	0.053494882
Mrps21	1	9.247687174	9.902190097	0.654502923
Mrps22	1	9.074883354	9.214716596	0.139833242
Mrps23	1	9.618683783	9.817238728	0.198554944
Mrps24	1	9.235726122	9.651486097	0.415759974
Mrps25	1	10.0604925	10.16779121	0.107298704
Mrps26	1	9.854948958	10.38860289	0.533653937
Mrps27	1	9.03440411	9.302760053	0.268355943
Mrps28	1	9.028741938	9.348427968	0.31968603
Mrps30	1	9.634405062	9.850233191	0.215828129
Mrps31	1	8.516643909	8.86187244	0.345228531
Mrps33	1	7.026284398	7.265509446	0.239225048
Mrps34	1	9.284979957	9.58821443	0.303234473
Mrps35	1	8.817714875	9.120512283	0.302797408
Mrps36	1	8.500023929	8.97013161	0.470107681
Mrps5	1	9.601376933	9.621887505	0.020510571
Mrps6	1	7.049477613	7.183355619	0.133878006
Mrps7	1	9.850603499	10.20129237	0.350688866
Mrps9	1	9.447505909	9.660276122	0.212770213
Mrrf	1	8.75587264	8.82268859	0.06681595
Mrs2	1	8.771388522	8.400718683	-0.370669839
Mrto4	1	10.327224	10.60774225	0.28051825
Mrvi1	1	8.725929125	8.062981095	-0.662948031
Ms4a1	1	1.111671568	0.377759949	-0.733911619
Ms4a10	1	0	0	0
Ms4a13	1	0	0	0
Ms4a15	1	0.361415423	0	-0.361415423
Ms4a18	1	0	0	0
Ms4a2	1	5.558154781	5.482942684	-0.075212097
Ms4a3	1	9.420134841	10.87467432	1.454539477
Ms4a4b	1	3.700441407	4.089180303	0.388738896
Ms4a4c	1	5.40827249	6.378126232	0.969853742
Ms4a4d	1	0	0.377759949	0.377759949
Ms4a5	1	0	0.413692533	0.413692533
Ms4a6b	1	6.923424132	6.993912745	0.070488613
Ms4a6c	1	8.561267512	8.874597198	0.313329685
Ms4a6d	1	5.672290012	6.49621939	0.823929378
Ms4a7	1	2.465671062	2.45609003	-0.009581032
Ms4a8a	1	0.437646024	0.706122716	0.268476692
Msc	1	1.49912464	0.377759949	-1.121364691
Msgn1	1	0	0	0
Msh2	1	10.73347687	10.47388481	-0.259592056
Msh3	1	8.958665967	8.702386593	-0.256279374
Msh4	1	2.490985712	0	-2.490985712
Msh5	1	6.04370845	6.575748758	0.532040308
Msh6	1	11.14027306	10.82772316	-0.312549904
Msi1	1	2.679101627	1.92303878	-0.756062847
Msi2	1	9.898906334	9.507879456	-0.391026879
Msl1	1	10.66888971	10.81876758	0.149877864
Msl2	1	10.24572342	10.03089891	-0.214824514
Msl3	1	9.407001471	9.476758586	0.069757115
Msl3l2	1	6.543397418	6.288167028	-0.25523039
Msln	1	0	0	0
Mslnl	1	0.650186777	0.408899935	-0.241286842
Msmb	1	1.42300781	1.831238037	0.408230227
Msmp	1	8.525652228	8.179701102	-0.345951127
Msn	1	12.56476798	12.18285606	-0.381911918
Msr1	1	7.117633136	8.033857935	0.916224799
Msra	1	7.587412247	8.059786109	0.472373861
Msrb2	1	7.064892783	7.314433003	0.24954022
Msrb3	1	6.718689573	4.949858658	-1.768830915
Mst1	1	7.087027266	5.565714155	-1.52131311
Mst1r	1	1.896776014	4.338344339	2.441568326
Mstn	1	0	0	0
Msto1	1	9.176652075	9.364724982	0.188072907
Msx1	1	0	0	0
Msx1as	1	0	0	0
Msx2	1	0	0	0
Msx3	1	0	0	0
Mt1	1	12.41674641	14.0181958	1.601449383
Mt2	1	12.20565628	13.14577234	0.940116057
Mt3	1	1.625140846	2.708370653	1.083229807
Mt4	1	0	0	0
Mta1	1	11.0354305	11.10667821	0.071247712
Mta2	1	12.24665888	12.1209633	-0.125695579
Mta3	1	9.808013096	10.65697145	0.848958356
Mtag2	1	0.361415423	0	-0.361415423
Mtap	1	9.674985097	9.442543407	-0.23244169
Mtap1a	1	4.45378987	3.874346485	-0.579443384
Mtap1b	1	4.736781752	3.878433412	-0.85834834
Mtap1s	1	9.745051925	9.948618925	0.203567
Mtap2	1	2.800761826	2.174116199	-0.626645628
Mtap4	1	9.524516101	9.413755882	-0.110760219
Mtap6	1	2.237952798	0.966924314	-1.271028484
Mtap7	1	8.300090743	8.292646469	-0.007444275
Mtap7d1	1	9.779021605	10.04862563	0.269604027
Mtap7d2	1	2.520753354	1.157082169	-1.363671185
Mtap7d3	1	5.398385724	5.218632731	-0.179752994
Mtap9	1	3.546892378	2.909310182	-0.637582196
Mtbp	1	9.386021515	8.946121424	-0.43990009
Mtch1	1	10.49352001	10.73778103	0.244261023
Mtch2	1	10.48853297	10.6876535	0.199120532
Mtcp1	1	7.14802737	7.000473184	-0.147554186
Mtdh	1	11.22691623	10.91470598	-0.312210252
Mterf	1	5.186582615	5.455583426	0.269000811
Mterfd1	1	8.306141858	8.333306327	0.027164469
Mterfd2	1	7.380427034	7.919203058	0.538776024
Mterfd3	1	6.222359873	6.434046491	0.211686618
Mtf1	1	9.734113512	9.763543991	0.02943048
Mtf2	1	10.5757372	10.3613869	-0.214350309
Mtfmt	1	7.507883031	7.283567803	-0.224315228
Mtfp1	1	8.642272984	8.618902728	-0.023370256
Mtfr1	1	10.80426742	9.319321171	-1.484946251
Mtg1	1	8.08206673	8.422459832	0.340393101
Mthfd1	1	11.91085117	11.47901519	-0.431835981
Mthfd1l	1	11.65111836	11.24244605	-0.408672317
Mthfd2	1	11.07105594	11.75980051	0.688744564
Mthfd2l	1	5.96029926	5.590265635	-0.370033624
Mthfr	1	9.457448439	9.76703926	0.309590821
Mthfs	1	4.580781714	4.975072616	0.394290902
Mthfsd	1	7.930487475	8.368609036	0.438121561
Mtif2	1	9.344810571	9.395173151	0.05036258
Mtif3	1	9.736804977	10.26421983	0.527414855
Mtl5	1	3.863597159	4.287026916	0.423429757
Mtm1	1	6.84598188	7.487575358	0.641593478
Mtmr1	1	9.10734201	9.161687517	0.054345507
Mtmr10	1	6.811577201	7.126778557	0.315201356
Mtmr11	1	3.660566163	4.086243545	0.425677381
Mtmr12	1	8.928555979	8.94474437	0.01618839
Mtmr14	1	8.709670118	9.054776534	0.345106416
Mtmr2	1	9.252097769	9.100923526	-0.151174243
Mtmr3	1	11.62327516	11.28147513	-0.341800032
Mtmr4	1	10.23623524	10.1435483	-0.092686938
Mtmr6	1	9.58063728	9.586225104	0.005587824
Mtmr7	1	5.068389498	5.414590765	0.346201267
Mtmr9	1	9.998785238	8.987620223	-1.011165015
Mtnr1a	1	0	0	0
Mtnr1b	1	0	0	0
Mto1	1	9.220164135	9.125221371	-0.094942764
Mtor	1	10.4209592	9.973042849	-0.447916354
Mtpap	1	9.012400284	8.944509629	-0.067890655
Mtpn	1	11.49644192	11.33508609	-0.161355835
Mtr	1	10.34399665	9.976065894	-0.367930757
Mtrf1	1	6.665780544	6.905478312	0.239697768
Mtrf1l	1	7.452248311	7.512349783	0.060101471
Mtrr	1	9.19929129	8.672093051	-0.527198239
Mtss1	1	9.218593049	9.352356955	0.133763906
Mtss1l	1	7.648270377	6.953354524	-0.694915854
Mttp	1	7.265433873	7.043305327	-0.222128546
Mtus1	1	9.910869785	10.00787699	0.097007202
Mtus2	1	3.938209591	4.117852336	0.179642745
Mtx1	1	9.588892011	9.848179735	0.259287724
Mtx2	1	9.724853433	9.706629084	-0.01822435
Mtx3	1	7.842191258	7.272894761	-0.569296497
Muc1	1	1.449075418	1.700557142	0.251481724
Muc13	1	8.316043143	7.249328167	-1.066714976
Muc15	1	0	0	0
Muc19	1	0	0	0
Muc20	1	1.231348571	1.354865397	0.123516825
Muc4	1	1.385780197	0.730978093	-0.654802104
Muc5ac	1	0.650186777	0	-0.650186777
Muc5b	1	2.562255811	0.377759949	-2.184495863
Muc6	1	8.743430104	7.843391322	-0.900038782
Mucl1	1	0.650186777	0	-0.650186777
Mudeng	1	8.425827622	8.129660269	-0.296167353
Mug-ps1	1	0	0	0
Mug1	1	0.361415423	0.377759949	0.016344526
Mug2	1	0	0	0
Mul1	1	8.399125335	8.592017566	0.192892231
Mum1	1	9.583690551	9.58823979	0.004549238
Mum1l1	1	6.151099104	5.397226347	-0.753872757
Mup1	1	0	0	0
Mup10	1	0	0	0
Mup11	1	0	0	0
Mup12	1	0	0	0
Mup13	1	0	0	0
Mup14	1	0	0	0
Mup15	1	0	0	0
Mup16	1	0	0	0
Mup17	1	0	0	0
Mup19	1	0	0	0
Mup2	1	0	0	0
Mup20	1	0	0	0
Mup21	1	0.488806077	0	-0.488806077
Mup3	1	0	0	0
Mup4	1	0	0	0
Mup5	1	0	0	0
Mup6	1	0	0	0
Mup7	1	0	0	0
Mup8	1	0	0	0
Mup9	1	0	0	0
Murc	1	1.743554598	0.377759949	-1.36579465
Mus81	1	7.99048199	8.393459929	0.402977939
Musk	1	0.361415423	0.734813046	0.373397623
Mustn1	1	2.222922483	2.842307588	0.619385106
Mut	1	9.455644108	9.573219831	0.117575723
Muted	1	8.504080548	9.153319491	0.649238943
Mutyh	1	6.397654431	6.750417901	0.35276347
Mvd	1	7.578447454	8.433665225	0.855217771
Mvk	1	7.629220822	8.423177934	0.793957112
Mvp	1	8.522276502	9.030833496	0.508556995
Mx1	1	5.60313652	5.755707337	0.152570817
Mx2	1	4.728924035	4.063201695	-0.665722339
Mxd1	1	10.0942826	9.856255039	-0.238027556
Mxd3	1	9.081547292	9.427777482	0.34623019
Mxd4	1	7.711391034	7.459618865	-0.251772169
Mxi1	1	9.936038451	10.06429627	0.128257824
Mxra7	1	4.040790084	4.486918036	0.446127952
Mxra8	1	4.288138971	3.004251386	-1.283887585
Myadm	1	8.894520447	9.172744727	0.27822428
Myadml2	1	3.030455243	3.364006891	0.333551648
Myb	1	11.56347906	11.16119932	-0.402279742
Mybbp1a	1	13.16572861	12.86599279	-0.299735818
Mybl1	1	3.971593328	3.115745207	-0.855848121
Mybl2	1	11.08231544	10.2281268	-0.854188639
Mybpc1	1	0.890685629	0	-0.890685629
Mybpc2	1	0.772971101	2.669324287	1.896353186
Mybpc3	1	3.418353643	3.567802606	0.149448963
Mybph	1	0.890685629	0.377759949	-0.51292568
Mybphl	1	0.772971101	1.213831222	0.440860121
Myc	1	10.97524054	10.84061935	-0.134621198
Mycbp	1	8.751901376	8.948055644	0.196154268
Mycbp2	1	11.50899987	10.59893051	-0.910069357
Mycbpap	1	1.752495335	2.189336508	0.436841173
Mycl1	1	4.937617912	5.287637159	0.350019247
Mycn	1	7.292634827	6.388395411	-0.904239417
Mycs	1	0	0	0
Myct1	1	4.748202984	4.658210699	-0.089992285
Myd88	1	9.230488935	9.491818343	0.261329408
Myef2	1	9.689904439	9.239112748	-0.450791691
Myeov2	1	9.1296738	9.613155076	0.483481276
Myf5	1	0.361415423	0.377759949	0.016344526
Myf6	1	0	0	0
Myg1	1	9.153766996	9.446465814	0.292698818
Myh1	1	0.890685629	0.377759949	-0.51292568
Myh10	1	11.64417132	11.05921436	-0.58495697
Myh11	1	2.231572352	2.162179786	-0.069392566
Myh13	1	0	0	0
Myh14	1	1.72233553	1.656249401	-0.066086129
Myh15	1	1.030238172	0	-1.030238172
Myh2	1	0	0	0
Myh3	1	3.491684385	2.14870717	-1.342977214
Myh4	1	0.488806077	0	-0.488806077
Myh6	1	1.345978677	0	-1.345978677
Myh7	1	0.650186777	0	-0.650186777
Myh7b	1	9.480353378	8.329442794	-1.150910584
Myh8	1	1.437288514	0.949151357	-0.488137157
Myh9	1	13.52304364	13.35920981	-0.163833826
Myl1	1	0.890685629	0.702210631	-0.188474998
Myl10	1	0.437646024	0.408899935	-0.028746089
Myl12a	1	10.90793191	11.50969262	0.601760716
Myl12b	1	10.41773688	10.94794706	0.530210182
Myl2	1	0.75528821	0.702210631	-0.05307758
Myl3	1	0.98013826	0	-0.98013826
Myl4	1	3.125169621	3.40800536	0.282835739
Myl6	1	10.88645718	11.45980043	0.573343248
Myl6b	1	6.036621569	5.916135334	-0.120486235
Myl7	1	4.881811797	0.990909155	-3.890902642
Myl9	1	6.120939758	6.07248683	-0.048452929
Mylip	1	8.196372033	8.315559789	0.119187756
Mylk	1	6.726694025	6.106062086	-0.620631939
Mylk2	1	0	0	0
Mylk3	1	9.560846896	9.922362804	0.361515908
Mylk4	1	0.650186777	0.377759949	-0.272426829
Mylpf	1	6.541307334	6.823554794	0.28224746
Mynn	1	8.556561603	8.385416111	-0.171145491
Myo10	1	7.710153933	6.944031827	-0.766122106
Myo15	1	5.382212197	6.016102072	0.633889876
Myo16	1	0.943931815	0	-0.943931815
Myo18a	1	11.57642012	11.02695798	-0.549462146
Myo18b	1	2.716345101	2.169873236	-0.546471865
Myo19	1	8.63861803	8.057237203	-0.581380826
Myo1a	1	2.94494913	1.373230899	-1.571718231
Myo1b	1	6.045560495	5.311480745	-0.73407975
Myo1c	1	10.52629996	10.44579534	-0.080504625
Myo1d	1	8.219016271	6.432798689	-1.786217581
Myo1e	1	4.486782422	4.526036391	0.039253968
Myo1f	1	10.61999258	11.16694338	0.546950799
Myo1g	1	10.50707041	10.84577143	0.338701014
Myo1h	1	8.142591613	8.519976649	0.377385036
Myo3a	1	0	0.377759949	0.377759949
Myo3b	1	0	0.413692533	0.413692533
Myo5a	1	9.701952977	9.254376425	-0.447576553
Myo5b	1	4.631820748	4.48395399	-0.147866758
Myo5c	1	2.796154787	2.052496959	-0.743657828
Myo6	1	6.766232683	7.161097005	0.394864322
Myo7a	1	9.926389334	9.880766829	-0.045622506
Myo7b	1	0	0.377759949	0.377759949
Myo9a	1	9.503210213	8.206631037	-1.296579176
Myo9b	1	11.14695015	10.7869798	-0.359970356
Myoc	1	0.650186777	0.408899935	-0.241286842
Myocd	1	0	0	0
Myod1	1	2.680105555	0.924456084	-1.755649471
Myof	1	4.189488871	4.140136412	-0.049352459
Myog	1	3.644551356	1.512296444	-2.132254912
Myom1	1	7.544014399	6.967081247	-0.576933152
Myom2	1	1.793184155	0.973431014	-0.819753141
Myom3	1	1.985353352	0	-1.985353352
Myot	1	0	0	0
Myoz1	1	0.853250103	1.193304888	0.340054785
Myoz2	1	0	0	0
Myoz3	1	1.485445947	0.413692533	-1.071753414
Mypn	1	2.163974231	4.702845739	2.538871508
Mypop	1	3.793603325	3.919801917	0.126198592
Myrip	1	0.361415423	1.388933861	1.027518438
Mysm1	1	8.849722486	8.560748537	-0.288973949
Myst1	1	8.330047375	8.576628128	0.246580753
Myst2	1	10.57510697	10.32218373	-0.252923242
Myst3	1	10.97549426	10.2818987	-0.693595558
Myst4	1	7.883996228	7.882470515	-0.001525713
Myt1	1	0.650186777	0	-0.650186777
Myt1l	1	0	0	0
Myzap	1	4.63463718	4.898996247	0.264359067
Mzf1	1	3.645409562	4.151897339	0.506487777
Mzt1	1	10.02120371	9.594259409	-0.426944305
Mzt2	1	8.331208406	8.849103927	0.517895521
N28178	1	1.261081852	0.734813046	-0.526268806
N4bp1	1	9.833024058	10.07139658	0.238372522
N4bp2	1	10.64749545	9.707684876	-0.939810573
N4bp2l1	1	6.772154375	6.409562644	-0.362591731
N4bp2l2	1	9.904954997	9.762034523	-0.142920474
N4bp3	1	5.375692768	5.477541659	0.101848891
N6amt1	1	7.399369734	7.362687828	-0.036681906
N6amt2	1	7.802102807	8.229979148	0.427876341
Naa10	1	10.38001147	10.76300719	0.382995727
Naa11	1	0.361415423	0.408899935	0.047484512
Naa15	1	11.6652909	11.32138682	-0.343904084
Naa16	1	9.097456992	9.002324782	-0.09513221
Naa20	1	8.756550828	8.759143965	0.002593137
Naa25	1	10.38471363	9.746527056	-0.638186576
Naa30	1	9.491049568	9.41944748	-0.071602088
Naa35	1	9.36696931	9.463608296	0.096638986
Naa38	1	8.992526127	9.319401184	0.326875057
Naa40	1	10.38922311	10.13178409	-0.257439017
Naa50	1	12.41830926	11.99091965	-0.427389609
Naaa	1	6.829343694	7.279098567	0.449754874
Naalad2	1	1.261081852	1.193304888	-0.067776964
Naaladl1	1	5.446031353	5.135079592	-0.31095176
Nab1	1	8.847904456	9.246214733	0.398310278
Nab2	1	5.179643448	5.993271373	0.813627924
Naca	1	12.77427842	12.9898228	0.21554438
Nacad	1	7.59462756	4.135067474	-3.459560086
Nacc1	1	11.19683427	11.11030583	-0.086528444
Nacc2	1	6.328096497	6.721817861	0.393721364
Nadk	1	10.94836318	10.8975015	-0.050861677
Nadsyn1	1	6.963808191	7.438373516	0.474565325
Nae1	1	9.043586471	8.998818793	-0.044767678
Naf1	1	9.428255661	9.141206369	-0.287049292
Naga	1	9.51106978	9.971846853	0.460777072
Nagk	1	6.570970022	7.305978958	0.735008936
Naglu	1	6.919123249	7.325760919	0.406637669
Nagpa	1	9.096289293	9.532298891	0.436009598
Nags	1	6.415411344	3.811952379	-2.603458965
Naif1	1	6.606819428	6.494363906	-0.112455522
Naip1	1	2.216475067	1.858300294	-0.358174774
Naip2	1	8.48091327	8.811881555	0.330968285
Naip5	1	6.543078254	7.036706337	0.493628083
Naip6	1	4.989785536	5.566980841	0.577195305
Naip7	1	0	0.924456084	0.924456084
Nalcn	1	0.488806077	0.413692533	-0.075113544
Nampt	1	9.862535401	9.617398388	-0.245137014
Nanog	1	0	0	0
Nanos1	1	5.873475566	4.812705542	-1.060770024
Nanos2	1	0.361415423	0.377759949	0.016344526
Nanos3	1	1.534270038	0.706122716	-0.828147322
Nanp	1	4.27119646	3.7493856	-0.52181086
Nans	1	10.6943992	10.7516477	0.057248509
Nap1l1	1	12.91604588	12.9538996	0.037853728
Nap1l2	1	0.361415423	0	-0.361415423
Nap1l3	1	2.720907504	3.760363191	1.039455687
Nap1l4	1	11.42639676	11.4438039	0.017407137
Nap1l5	1	1.761381004	1.933784122	0.172403118
Napa	1	10.73973981	10.42002398	-0.319715829
Napb	1	3.276985488	3.224304579	-0.052680908
Napepld	1	7.016530013	6.231490739	-0.785039274
Napg	1	8.671619019	8.587844816	-0.083774203
Naprt1	1	7.525604953	7.0547251	-0.470879854
Napsa	1	8.978604311	9.754258146	0.775653835
Narf	1	11.88674588	12.08663222	0.19988634
Narfl	1	8.803734053	9.046392586	0.242658534
Narg2	1	8.652804651	8.509642795	-0.143161856
Nars	1	12.37473519	12.3299251	-0.044810088
Nars2	1	8.540745727	8.008762319	-0.531983408
Nasp	1	11.97314957	11.81222767	-0.160921897
Nat1	1	1.819520573	0.973431014	-0.846089559
Nat10	1	10.8458013	10.42240961	-0.423391697
Nat14	1	3.669984267	4.160714533	0.490730266
Nat15	1	9.733415007	9.781593017	0.04817801
Nat2	1	7.28453868	7.667285748	0.382747068
Nat3	1	0.361415423	0	-0.361415423
Nat6	1	8.055209561	9.127159627	1.071950065
Nat8	1	0	0	0
Nat8l	1	7.197415816	7.603207899	0.405792083
Nat9	1	7.499733105	8.316007038	0.816273933
Nav1	1	7.996050788	6.538915222	-1.457135566
Nav2	1	6.347663724	6.247721801	-0.099941922
Nav3	1	1.860715768	0	-1.860715768
Nbas	1	9.742588308	9.590042595	-0.152545713
Nbea	1	6.39797473	4.651399373	-1.746575357
Nbeal1	1	7.52514939	6.333138199	-1.192011191
Nbeal2	1	10.46605416	9.970339344	-0.495714819
Nbl1	1	2.515157562	0.997308813	-1.517848749
Nbn	1	9.397667125	9.278329833	-0.119337293
Nbr1	1	10.4165585	10.24818005	-0.168378452
Ncald	1	3.167213222	2.829959978	-0.337253244
Ncam1	1	7.677006136	8.299001778	0.621995642
Ncam2	1	0	0.702210631	0.702210631
Ncan	1	0.361415423	0.413692533	0.05227711
Ncapd2	1	12.72266646	12.72738699	0.004720522
Ncapd3	1	11.080933	10.56001956	-0.520913434
Ncapg	1	10.95710616	10.68286412	-0.274242044
Ncapg2	1	11.74795393	10.91680221	-0.831151715
Ncaph	1	10.78651257	10.71812219	-0.068390383
Ncaph2	1	11.88433179	12.11343457	0.229102779
Ncbp1	1	11.40303749	11.19716338	-0.205874116
Ncbp2	1	9.802664451	10.02675888	0.224094433
Nccrp1	1	2.590602646	2.830856056	0.24025341
Ncdn	1	9.476147577	9.288560046	-0.187587531
Nceh1	1	8.120449183	7.877175944	-0.243273239
Ncf1	1	10.84329123	11.4326984	0.589407169
Ncf2	1	10.18318474	10.81465159	0.631466847
Ncf4	1	9.856982447	10.01581173	0.158829281
Nck1	1	8.274703473	8.404612775	0.129909302
Nck2	1	8.552874149	8.839291523	0.286417374
Nckap1	1	9.095473027	8.561340485	-0.534132542
Nckap1l	1	10.95278655	10.92359994	-0.029186609
Nckap5	1	1.710625566	2.344535861	0.633910295
Nckap5l	1	7.440537184	7.033981274	-0.40655591
Nckipsd	1	7.451903779	6.853360782	-0.598542998
Ncl	1	14.93506455	14.62871302	-0.306351537
Ncln	1	11.06123951	11.37887733	0.317637816
Ncoa1	1	7.41445605	7.72015114	0.30569509
Ncoa2	1	10.18559611	9.810336629	-0.375259486
Ncoa3	1	10.03232156	10.52074473	0.488423177
Ncoa4	1	10.89185722	10.65472153	-0.237135687
Ncoa5	1	10.07778283	9.922330616	-0.155452211
Ncoa6	1	10.20910871	9.741785918	-0.467322788
Ncoa7	1	9.723249403	9.327156633	-0.396092769
Ncor1	1	12.20861305	11.88936092	-0.319252126
Ncor2	1	10.87634289	10.4298402	-0.446502697
Ncr1	1	0	0.413692533	0.413692533
Ncrna00085	1	1.42300781	1.656249401	0.23324159
Ncrna00086	1	4.715370983	4.128126751	-0.587244232
Ncs1	1	5.306580575	4.755491817	-0.551088758
Ncstn	1	10.13483512	10.26860938	0.133774261
Nctc1	1	0.437646024	0.408899935	-0.028746089
Ndc80	1	9.450294315	9.673875265	0.22358095
Nde1	1	10.49577166	10.45861557	-0.037156094
Ndel1	1	9.044330037	9.151673131	0.107343093
Ndfip1	1	8.863203041	8.912005952	0.048802911
Ndfip2	1	8.112214132	8.191325438	0.079111306
Ndn	1	6.146981144	5.502665847	-0.644315297
Ndnl2	1	8.677822851	8.974944782	0.297121931
Ndor1	1	9.572343675	9.088896114	-0.483447561
Ndp	1	0.75528821	0	-0.75528821
Ndrg1	1	6.775737901	7.274306067	0.498568167
Ndrg2	1	6.59597641	7.850732816	1.254756406
Ndrg3	1	10.30479999	10.21931526	-0.085484728
Ndrg4	1	3.673162785	2.625066744	-1.048096041
Ndst1	1	9.47718781	8.548482626	-0.928705184
Ndst2	1	9.573680067	9.982946717	0.40926665
Ndst3	1	1.647827133	2.370961031	0.723133898
Ndst4	1	0	0	0
Ndufa1	1	8.76589051	9.22740709	0.461516581
Ndufa10	1	10.76983722	10.99558045	0.225743229
Ndufa11	1	9.389127091	9.903619225	0.514492134
Ndufa12	1	9.05515519	9.26271353	0.207558339
Ndufa13	1	9.959687668	10.45877858	0.499090913
Ndufa2	1	9.6717963	10.32310426	0.651307957
Ndufa3	1	9.010008246	9.616952901	0.606944655
Ndufa4	1	10.83078355	11.16540427	0.33462072
Ndufa4l2	1	6.39070997	2.982104712	-3.408605258
Ndufa5	1	9.814275356	10.09985181	0.285576458
Ndufa6	1	9.829525728	10.50713029	0.677604559
Ndufa7	1	9.17289475	9.710228447	0.537333697
Ndufa8	1	9.956158931	10.44930227	0.493143334
Ndufa9	1	10.54054799	10.93849444	0.397946456
Ndufab1	1	8.033756321	8.462989944	0.429233623
Ndufaf1	1	8.157373217	8.522604574	0.365231357
Ndufaf2	1	8.075280543	8.111520911	0.036240368
Ndufaf3	1	7.362270889	8.308371744	0.946100855
Ndufaf4	1	9.241421004	8.980014139	-0.261406865
Ndufb10	1	10.55122909	10.93710735	0.385878262
Ndufb11	1	10.41382896	10.8736313	0.45980234
Ndufb2	1	9.254772319	9.673276027	0.418503708
Ndufb3	1	9.61862477	10.16429501	0.545670237
Ndufb4	1	4.207447155	4.844372752	0.636925597
Ndufb5	1	9.92959651	10.5165302	0.586933688
Ndufb6	1	9.532143541	10.02581124	0.4936677
Ndufb7	1	10.0592689	10.60017412	0.540905217
Ndufb8	1	10.96055409	11.37012575	0.409571668
Ndufb9	1	10.55189449	10.92163659	0.369742106
Ndufc1	1	8.882012223	9.402821049	0.520808826
Ndufc2	1	10.15193903	10.48072084	0.32878181
Ndufs1	1	11.26845522	11.35366106	0.085205834
Ndufs2	1	11.16950874	11.52507226	0.355563512
Ndufs3	1	9.798510341	10.47603883	0.677528486
Ndufs4	1	9.195488385	9.809172655	0.61368427
Ndufs5	1	0	0	0
Ndufs6	1	9.445512191	10.01071933	0.565207138
Ndufs7	1	10.28863272	10.94954804	0.660915326
Ndufs8	1	10.03123546	10.44828799	0.417052533
Ndufv1	1	11.16720239	11.4003247	0.233122312
Ndufv2	1	10.58317709	10.96467765	0.381500564
Ndufv3	1	9.127424085	9.923534793	0.796110709
Neat1	1	8.576290882	8.908714245	0.332423363
Neb	1	4.580148547	3.476173707	-1.10397484
Nebl	1	6.905140857	7.113100076	0.207959218
Necab1	1	3.552022392	3.010592261	-0.541430131
Necab2	1	1.096762944	0.413692533	-0.683070411
Necab3	1	4.672130717	4.351282927	-0.32084779
Necap1	1	8.399415844	8.234091372	-0.165324472
Necap2	1	10.8636779	10.47952976	-0.384148139
Nedd1	1	9.49878373	9.341549504	-0.157234226
Nedd4	1	13.12731744	12.62214432	-0.505173118
Nedd4l	1	7.253439032	6.922261071	-0.331177961
Nedd8	1	10.38269833	10.70848737	0.325789039
Nedd9	1	7.890915005	8.235868548	0.344953542
