Gene_id	EKLF+/+ rep1	EKLF+/+ rep2	EKLF+/+ rep3	EKLF-/- rep1	EKLF-/- rep2	EKLF-/- rep3
2210403K04Rik	28	35	22	27	24	24
2210404J11Rik	81	123	75	107	127	111
2210404O07Rik	34	63	44	62	78	62
2210404O09Rik	40	47	32	33	28	23
2210407C18Rik	0	0	0	0	0	0
2210408F21Rik	0	1	0	0	0	0
2210408I21Rik	46	55	47	46	34	41
2210409D07Rik	0	0	0	0	1	0
2210409E12Rik	0	0	0	0	0	0
2210411K11Rik	157	156	177	134	192	178
2210414B05Rik	0	1	0	0	0	0
2210415F13Rik	0	0	0	0	0	0
2210416O15Rik	1	3	0	0	0	1
2210417A02Rik	0	0	0	0	1	2
2210417K05Rik	19	20	24	13	16	19
2210420H20Rik	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0
2300005B03Rik	0	0	0	0	0	0
2300009A05Rik	64	88	64	72	122	69
2310001A20Rik	714	926	772	998	985	824
2310001H17Rik	15	41	15	37	56	46
2310001H18Rik	0	0	0	0	0	0
2310001K24Rik	0	1	1	2	1	0
2310002D06Rik	0	0	0	0	0	0
2310002J15Rik	0	0	0	0	0	0
2310002L09Rik	0	1	0	0	0	0
2310002L13Rik	0	0	0	0	0	0
2310003C23Rik	1288	1605	1480	1656	1362	1399
2310003F16Rik	1457	1773	1657	2100	3064	1987
2310003H01Rik	228	329	219	339	319	268
2310003L22Rik	136	179	173	178	229	203
2310004I24Rik	127	151	138	242	232	234
2310004N24Rik	220	340	246	454	552	408
2310005A03Rik	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0
2310005G13Rik	2	6	11	8	5	10
2310007B03Rik	0	0	0	0	0	0
2310007L24Rik	1	4	1	2	1	2
2310008H04Rik	347	528	454	554	518	561
2310008H09Rik	1442	1883	1531	1706	1505	1460
2310008N11Rik	0	0	0	0	0	0
2310009A05Rik	95	107	109	141	214	143
2310009B15Rik	42	84	66	79	95	87
2310010J17Rik	17	13	17	19	31	32
2310010M20Rik	0	1	0	0	2	0
2310011J03Rik	709	968	870	1031	1104	879
2310014F07Rik	3	7	1	7	10	5
2310014L17Rik	35	27	29	23	19	18
2310015A10Rik	48	87	54	57	59	74
2310015B20Rik	0	0	1	0	0	0
2310015D24Rik	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0
2310016M24Rik	352	441	414	488	879	632
2310020H05Rik	0	0	0	0	0	0
2310021P13Rik	695	997	623	1113	704	988
2310022A10Rik	585	788	565	609	561	520
2310022B05Rik	374	540	461	211	232	260
2310028H24Rik	45	60	66	71	40	69
2310030A07Rik	0	0	0	0	0	0
2310030G06Rik	0	2	3	2	2	1
2310030N02Rik	112	135	118	151	162	191
2310033E01Rik	0	0	0	0	0	0
2310033P09Rik	397	505	433	522	559	479
2310034C09Rik	0	0	0	0	0	0
2310034G01Rik	0	7	2	5	2	7
2310034O05Rik	1	0	0	0	1	0
2310035C23Rik	565	734	634	655	459	569
2310035K24Rik	137	173	173	358	369	299
2310036O22Rik	1452	1955	1579	2159	2562	2052
2310037I24Rik	556	701	556	663	590	597
2310039H08Rik	150	222	195	222	328	246
2310039L15Rik	0	0	0	0	0	0
2310040G24Rik	10	15	11	16	33	17
2310042D19Rik	9	15	7	10	24	26
2310042E22Rik	0	0	0	0	0	0
2310043J07Rik	1	0	0	1	0	2
2310043L19Rik	0	0	0	0	0	0
2310043O21Rik	0	0	0	0	0	0
2310044G17Rik	576	840	616	824	507	638
2310044H10Rik	1455	2059	1573	2026	2087	1790
2310045N01Rik	188	229	177	309	336	319
2310046A06Rik	1	0	0	0	0	0
2310046O06Rik	247	366	259	355	393	360
2310047B19Rik	102	155	111	151	118	116
2310047M10Rik	147	219	138	215	318	224
2310050B05Rik	0	0	0	0	0	0
2310050C09Rik	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0
2310057M21Rik	196	238	166	235	175	155
2310057N15Rik	0	0	0	0	0	0
2310061C15Rik	384	449	442	555	713	556
2310061I04Rik	222	306	225	324	358	299
2310061J03Rik	97	144	122	152	83	95
2310061N02Rik	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0
2310067B10Rik	1164	1700	1242	1354	970	1154
2310068J16Rik	41	54	28	48	14	25
2310069B03Rik	0	0	0	0	0	0
2310069G16Rik	0	0	0	1	0	0
2310079F23Rik	186	241	173	231	182	161
2310079G19Rik	0	0	0	0	0	0
2310081J21Rik	0	0	0	0	0	0
2400001E08Rik	642	886	723	1211	1414	1080
2400003C14Rik	840	1181	937	1099	1142	1051
2400009B08Rik	11	24	20	25	39	24
2410001C21Rik	966	1242	994	1363	1611	1240
2410002F23Rik	603	728	476	516	471	468
2410002I01Rik	212	231	185	306	312	277
2410002O22Rik	508	691	646	754	644	609
2410003K15Rik	207	225	233	256	360	263
2410003L11Rik	12	13	33	26	13	15
2410004A20Rik	2	11	3	2	1	4
2410004B18Rik	166	208	227	256	275	196
2410004I01Rik	0	0	0	0	0	0
2410004N09Rik	200	241	216	209	298	213
2410004P03Rik	1	2	2	0	1	0
2410006H16Rik	485	673	500	479	776	614
2410007B07Rik	0	0	0	0	0	0
2410012E07Rik	0	0	1	0	0	0
2410012M07Rik	0	0	1	0	0	0
2410015M20Rik	666	875	897	1071	1433	1117
2410016O06Rik	525	752	601	707	711	629
2410017I17Rik	10	27	20	0	24	11
2410017P09Rik	105	147	154	181	201	154
2410018L13Rik	1	13	0	0	0	10
2410018M08Rik	12	26	27	23	18	23
2410021H03Rik	0	1	0	0	0	0
2410022L05Rik	37	52	40	51	83	56
2410042D21Rik	319	400	380	387	258	336
2410057H14Rik	1	3	0	0	0	0
2410066E13Rik	5	10	3	35	35	54
2410075B13Rik	34	55	50	58	63	45
2410076I21Rik	119	123	142	213	227	200
2410088K16Rik	0	0	0	0	0	0
2410089E03Rik	169	265	154	219	90	154
2410091C18Rik	271	386	340	515	576	479
2410114N07Rik	0	0	0	0	0	0
2410124H12Rik	0	1	1	4	3	3
2410127L17Rik	240	291	269	233	157	231
2410131K14Rik	68	110	87	96	102	91
2410137F16Rik	0	0	0	0	0	0
2410137M14Rik	0	0	0	0	0	0
2410141K09Rik	0	0	0	0	0	0
2500003M10Rik	1943	2768	2349	3076	2719	2731
2500004C02Rik	41	51	46	56	41	51
2510002D24Rik	272	245	212	294	502	340
2510003D18Rik	76	74	89	13	10	8
2510003E04Rik	386	518	435	748	625	690
2510006D16Rik	1086	1600	1483	1730	1844	1411
2510009E07Rik	59	114	69	92	85	58
2510012J08Rik	1299	1687	1339	1680	1610	1483
2510039O18Rik	1038	1587	1126	1413	1503	1368
2510049J12Rik	6	2	2	10	10	5
2600006L11Rik	2	5	3	2	0	3
2610001J05Rik	286	379	336	397	395	379
2610002D18Rik	319	283	235	443	437	376
2610002I17Rik	149	145	118	185	195	209
2610002J02Rik	174	245	181	320	381	333
2610002M06Rik	546	706	683	840	649	771
2610005L07Rik	48	56	68	55	23	52
2610008E11Rik	111	124	126	189	114	185
2610015P09Rik	117	126	98	113	119	114
2610016A17Rik	0	0	0	0	0	0
2610017I09Rik	0	0	0	0	0	0
2610018G03Rik	545	750	686	750	495	611
2610019E17Rik	23	18	20	27	37	27
2610019F03Rik	12	9	8	6	2	5
2610020C07Rik	513	705	602	652	560	586
2610020H08Rik	144	183	163	165	182	169
2610021K21Rik	42	44	79	77	77	83
2610027L16Rik	1371	1759	1435	1735	1666	1495
2610028E06Rik	0	1	0	0	0	0
2610028H24Rik	18	14	23	29	32	17
2610029G23Rik	669	762	1169	1082	925	1120
2610029I01Rik	244	265	306	459	435	445
2610034B18Rik	15	14	8	15	12	13
2610034M16Rik	10	18	15	7	6	16
2610035D17Rik	5	20	3	1	2	13
2610035F20Rik	0	0	0	0	0	0
2610037D02Rik	3	8	5	2	1	10
2610039C10Rik	394	520	513	614	651	548
2610044O15Rik	44	64	62	69	77	63
2610100L16Rik	0	0	0	0	0	0
2610101N10Rik	2031	2719	2480	2459	1743	2159
2610109H07Rik	8	12	7	2	8	5
2610203C20Rik	0	8	1	3	0	1
2610203C22Rik	11	13	10	12	17	14
2610204G22Rik	6	10	6	6	13	7
2610206C17Rik	40	56	63	71	50	53
2610301B20Rik	180	226	219	213	215	204
2610301G19Rik	1172	1719	1224	1519	1229	1332
2610305D13Rik	153	168	165	169	177	167
2610306M01Rik	25	35	32	47	60	50
2610307P16Rik	1	10	3	0	1	3
2610316D01Rik	0	1	0	0	0	0
2610318N02Rik	297	354	296	288	312	294
2610507B11Rik	4649	6531	4798	5505	3595	4376
2610507I01Rik	14	11	14	10	11	21
2610524H06Rik	160	172	181	160	231	141
2610528A11Rik	1	5	1	0	7	2
2610528E23Rik	309	384	377	410	484	395
2610528J11Rik	3	6	10	5	2	5
2700007P21Rik	248	351	313	366	332	310
2700023E23Rik	69	65	71	74	83	48
2700029M09Rik	925	1047	1086	1308	1477	1294
2700038G22Rik	96	110	108	89	97	91
2700046A07Rik	0	1	0	0	0	0
2700046G09Rik	2	4	6	13	11	16
2700049A03Rik	396	585	470	520	379	407
2700050L05Rik	605	751	642	833	542	667
2700054A10Rik	0	0	1	2	0	0
2700060E02Rik	915	1126	1303	1400	1808	1413
2700062C07Rik	108	148	153	168	211	162
2700069I18Rik	0	1	0	0	0	0
2700070H01Rik	0	0	0	0	0	0
2700078E11Rik	857	1253	938	1189	791	895
2700081L22Rik	3	0	4	7	3	6
2700081O15Rik	469	628	392	284	165	231
2700086A05Rik	0	1	0	0	0	0
2700089E24Rik	261	418	298	399	422	380
2700089I24Rik	0	0	0	0	0	0
2700090O03Rik	8	4	7	2	1	7
2700094K13Rik	978	1144	1097	1185	1831	1292
2700097O09Rik	107	128	132	167	181	160
2700099C18Rik	121	133	97	129	144	168
2810001G20Rik	40	55	51	72	80	61
2810002D19Rik	34	42	31	57	70	68
2810002N01Rik	361	379	405	487	652	486
2810004N23Rik	659	930	799	873	902	802
2810006K23Rik	127	161	167	238	233	183
2810007J24Rik	4	8	7	6	4	2
2810008D09Rik	58	80	58	101	125	109
2810008M24Rik	564	692	690	718	677	693
2810011L19Rik	0	0	0	0	0	0
2810013P06Rik	87	78	116	108	128	126
2810021B07Rik	311	410	448	526	637	519
2810021J22Rik	71	116	99	138	119	135
2810025M15Rik	352	385	324	476	532	433
2810029C07Rik	1	4	8	3	4	2
2810030E01Rik	9	22	11	10	10	12
2810032G03Rik	0	1	0	0	0	0
2810046L04Rik	574	763	443	621	330	537
2810047C21Rik1	1	1	3	3	2	3
2810049E08Rik	1	0	0	0	0	0
2810055F11Rik	10	20	12	20	18	19
2810055G20Rik	3	2	1	0	1	0
2810403A07Rik	581	768	591	680	427	571
2810403D21Rik	22	19	25	21	30	13
2810404M03Rik	0	0	0	0	0	0
2810405F15Rik	0	0	0	0	0	0
2810405K02Rik	56	71	56	59	131	62
2810407C02Rik	2409	3058	3050	3236	2738	2769
2810408A11Rik	23	36	21	54	54	41
2810408I11Rik	93	108	152	176	200	134
2810408M09Rik	176	214	151	210	218	219
2810410L24Rik	3	13	4	7	15	8
2810417H13Rik	2241	2537	2734	2303	2258	2245
2810422J05Rik	413	559	486	627	787	659
2810422O20Rik	66	84	84	96	102	99
2810428I15Rik	319	411	424	699	978	638
2810429I04Rik	6	15	3	3	2	4
2810432D09Rik	244	297	247	485	640	438
2810432L12Rik	88	158	106	173	129	146
2810433D01Rik	0	1	0	0	0	0
2810442I21Rik	17	24	14	19	21	18
2810442N19Rik	1	1	0	0	0	1
2810453I06Rik	385	588	576	283	300	256
2810454H06Rik	9	16	6	8	9	5
2810459M11Rik	33	32	47	50	50	35
2810468N07Rik	1	9	4	5	4	4
2810471M01Rik	0	0	0	0	0	0
2810474O19Rik	548	757	702	1075	550	820
2900002K06Rik	82	144	129	85	73	68
2900005J15Rik	3	5	0	1	4	6
2900006K08Rik	22	36	31	28	19	27
2900008C10Rik	12	32	26	20	17	16
2900009J06Rik	5	4	2	3	8	8
2900010M23Rik	427	521	612	658	964	668
2900011O08Rik	1	1	2	14	10	16
2900026A02Rik	127	251	144	136	106	128
2900041M22Rik	0	0	0	0	1	0
2900052N01Rik	0	0	0	0	0	0
2900053A13Rik	182	301	290	296	446	303
2900055J20Rik	0	0	0	0	0	0
2900056M20Rik	77	100	87	88	61	76
2900057B20Rik	0	0	0	0	0	0
2900060B14Rik	2	1	1	0	5	1
2900064A13Rik	530	826	811	874	1041	811
2900076A07Rik	9	23	19	23	26	29
2900079G21Rik	0	3	1	1	0	0
2900092C05Rik	0	0	0	0	0	0
2900092D14Rik	0	0	0	0	0	0
2900092E17Rik	497	710	595	925	1100	852
2900093L17Rik	2	1	8	20	19	15
2900097C17Rik	930	1386	988	1365	915	1110
3000002C10Rik	41	45	42	36	29	29
3010001F23Rik	0	1	0	0	0	0
3010026O09Rik	88	121	126	145	180	169
3100003L05Rik	0	0	0	0	0	0
3110001D03Rik	408	501	398	566	707	554
3110001I22Rik	39	64	56	69	81	71
3110002H16Rik	655	862	683	594	602	587
3110003A17Rik	723	822	922	951	1362	963
3110007F17Rik	26	30	22	19	8	8
3110009E18Rik	49	44	50	66	66	57
3110009F21Rik	0	0	0	0	0	0
3110015C05Rik	0	0	0	0	0	0
3110021A11Rik	1	2	0	1	3	3
3110021N24Rik	2	20	8	7	1	5
3110035E14Rik	0	2	0	1	2	1
3110039I08Rik	0	0	0	0	0	0
3110039M20Rik	0	1	0	0	0	0
3110040N11Rik	138	184	174	233	348	222
3110043O21Rik	65	111	115	223	148	154
3110045C21Rik	11	17	5	13	23	12
3110047P20Rik	0	2	1	0	0	0
3110052M02Rik	47	68	50	188	113	96
3110056K07Rik	33	35	47	43	44	47
3110056O03Rik	1217	1640	1333	468	530	487
3110057O12Rik	55	77	72	84	71	99
3110062M04Rik	226	273	217	331	366	353
3110070M22Rik	4	6	9	2	7	5
3110079O15Rik	0	0	0	0	0	0
3110082D06Rik	0	0	0	0	0	0
3110082I17Rik	606	712	633	700	809	644
3110082J24Rik	0	0	0	0	0	0
3110099E03Rik	0	0	0	0	0	1
3200001D21Rik	7	5	1	7	5	3
3200002M19Rik	406	485	489	599	648	488
3230401D17Rik	75	105	101	113	106	131
3300002I08Rik	8	8	5	8	5	5
3300005D01Rik	37	44	34	33	96	105
3425401B19Rik	0	0	0	0	0	0
3632451O06Rik	4	12	6	10	9	5
3632454L22Rik	2	0	0	0	1	0
3830403N18Rik	15	8	14	9	45	41
3830406C13Rik	198	223	214	332	315	315
3830408C21Rik	10	15	19	11	15	18
3830417A13Rik	0	0	0	0	0	0
3830431G21Rik	3	1	3	6	4	5
3930402G23Rik	0	0	0	1	0	0
4430402I18Rik	7	8	9	5	5	8
4632411B12Rik	686	1063	779	876	653	814
4632415K11Rik	110	164	127	178	151	170
4632415L05Rik	147	199	146	168	114	151
4632427E13Rik	11	8	6	9	6	4
4632428C04Rik	1	3	4	2	3	2
4632428N05Rik	982	1633	981	1561	2078	1490
4632434I11Rik	282	337	369	473	326	385
4732415M23Rik	1	2	1	4	1	1
4732416N19Rik	6	11	6	4	4	8
4732418C07Rik	421	657	517	683	424	549
4732456N10Rik	0	0	0	0	0	0
4732471D19Rik	167	241	175	154	133	148
4732471J01Rik	12	21	14	36	13	14
4732490B19Rik	0	0	0	0	0	0
4732491K20Rik	1	2	2	3	0	6
4831426I19Rik	636	1012	726	656	459	631
4831440E17Rik	8	11	17	14	11	13
4832428D23Rik	0	0	0	0	0	0
4833403I15Rik	0	1	0	1	0	2
4833412C05Rik	0	2	0	0	0	0
4833417C18Rik	30	61	50	30	33	39
4833418N02Rik	10	13	5	3	9	9
4833419F23Rik	2	1	1	3	0	2
4833420G17Rik	452	581	427	578	531	597
4833422C13Rik	39	51	52	68	30	72
4833423E24Rik	0	0	0	0	0	0
4833424O15Rik	0	0	0	0	0	0
4833427F10Rik	0	0	0	0	0	0
4833427G06Rik	0	0	0	0	0	0
4833428L15Rik	0	1	0	0	0	0
4833439L19Rik	741	1074	845	1304	1084	1077
4833442J19Rik	53	78	47	88	87	62
4921501E09Rik	0	0	0	0	0	0
4921504E06Rik	0	0	0	0	0	0
4921506M07Rik	0	0	1	0	0	0
4921507L20Rik	9	9	10	14	15	4
4921507P07Rik	8	16	7	16	14	14
4921508A21Rik	0	0	0	0	0	0
4921508D12Rik	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0
4921509O07Rik	1	0	0	0	1	0
4921510H08Rik	0	0	0	0	0	0
4921511C10Rik	2	1	0	0	1	0
4921511C20Rik	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0
4921511I17Rik	4	6	3	3	2	1
4921511M17Rik	0	0	0	0	0	0
4921513D23Rik	979	1339	1078	1335	768	1183
4921513I03Rik	0	0	0	2	0	0
4921515E04Rik	0	0	0	0	0	0
4921515J06Rik	0	0	0	0	1	2
4921517D21Rik	0	0	0	0	0	0
4921517D22Rik	0	0	0	0	0	0
4921517L17Rik	20	30	26	26	24	28
4921523A10Rik	3	1	2	6	0	1
4921524J17Rik	187	249	247	236	274	245
4921524L21Rik	0	0	0	0	0	0
4921525B02Rik	4	17	6	7	2	5
4921525O09Rik	0	3	1	0	0	1
4921528I01Rik	0	0	0	0	0	0
4921528O07Rik	0	0	0	0	0	0
4921530D09Rik	3	1	1	2	0	1
4921530L18Rik	7	9	16	13	7	16
4921530L21Rik	0	0	0	0	0	0
4921531C22Rik	23	38	21	46	25	24
4921531P14Rik	0	0	0	0	0	0
4921533I20Rik	0	0	0	0	0	0
4921536K21Rik	5	3	5	3	3	0
4921539E11Rik	0	0	0	0	0	0
4922501C03Rik	200	242	229	236	122	183
4922501L14Rik	0	1	0	0	0	0
4922502D21Rik	0	0	3	1	0	1
4922502H24Rik	0	0	0	0	0	0
4922502N22Rik	0	0	0	0	0	0
4922505E12Rik	0	0	0	0	0	0
4922505G16Rik	180	239	155	261	154	171
4930401C15Rik	0	0	0	0	0	0
4930401O10Rik	0	0	0	0	0	0
4930401O12Rik	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0
4930402F11Rik	0	0	0	0	0	0
4930402H24Rik	125	151	155	166	39	137
4930403N07Rik	10	27	30	34	54	33
4930404A05Rik	0	0	0	0	0	0
4930404A10Rik	0	0	0	0	0	0
4930404H11Rik	1	0	0	0	0	0
4930404H21Rik	0	0	0	0	0	0
4930404I05Rik	11	11	4	12	13	9
4930404N11Rik	254	356	265	289	293	259
4930405A10Rik	0	0	0	0	0	0
4930405A21Rik	2	5	1	7	8	4
4930405D11Rik	0	0	0	0	0	0
4930405J17Rik	0	3	2	0	1	0
4930405P13Rik	32	37	25	26	33	17
4930406D18Rik	0	0	0	0	0	0
4930407I10Rik	0	0	0	0	0	0
4930408F14Rik	0	0	0	0	0	0
4930412B13Rik	2	0	0	0	0	0
4930412C18Rik	0	3	3	4	1	2
4930412F15Rik	0	0	1	0	1	2
4930412O13Rik	1	0	1	0	0	0
4930413E15Rik	0	0	0	0	0	0
4930413F20Rik	1	1	0	1	0	0
4930413G21Rik	122	209	144	165	98	142
4930413M19Rik	0	0	0	0	0	0
4930414L22Rik	221	300	238	216	112	147
4930414N06Rik	47	56	50	39	11	46
4930415F15Rik	6	9	5	2	5	1
4930415L06Rik	0	0	0	0	0	0
4930415O20Rik	5	5	4	3	3	2
4930417G10Rik	13	10	12	23	24	19
4930417O13Rik	1	0	0	0	0	2
4930417O22Rik	0	0	0	0	0	0
4930419G24Rik	0	1	0	0	0	0
4930420K17Rik	36	46	45	64	82	66
4930422G04Rik	465	633	580	480	250	420
4930423M02Rik	0	0	0	0	0	0
4930425K10Rik	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	0
4930426L09Rik	1	3	1	11	9	5
4930427A07Rik	424	582	379	484	418	436
4930428D18Rik	0	0	0	0	0	0
4930428E07Rik	0	1	0	0	0	0
4930428E23Rik	0	0	0	0	0	0
4930428G15Rik	1	0	0	0	0	0
4930428O21Rik	1	0	1	0	1	0
4930429B21Rik	3	4	2	5	1	0
4930429D17Rik	0	0	0	0	0	0
4930429F11Rik	0	0	0	0	0	0
4930429F24Rik	1	1	2	1	0	0
4930430A15Rik	0	0	0	0	0	0
4930430D24Rik	0	0	0	0	0	0
4930430F08Rik	225	312	374	298	218	284
4930430F21Rik	0	0	0	0	1	0
4930430J02Rik	0	0	2	0	1	0
4930431A04Rik	0	0	0	0	0	0
4930431P03Rik	3	10	3	2	3	5
4930432J09Rik	0	1	0	0	1	0
4930432K09Rik	0	0	0	0	0	0
4930432K21Rik	3	11	7	18	18	7
4930432M17Rik	0	0	0	0	0	0
4930433B08Rik	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0
4930433N12Rik	4	3	11	4	2	1
4930434J06Rik	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0
4930438E09Rik	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0
4930441J16Rik	0	0	0	0	0	0
4930441O14Rik	0	0	0	1	1	2
4930442J19Rik	0	0	0	0	0	0
4930442L01Rik	0	0	0	0	0	0
4930443G12Rik	0	0	0	0	0	0
4930443O20Rik	0	0	1	1	0	0
4930444A02Rik	132	143	124	164	162	139
4930444F02Rik	13	26	18	15	11	9
4930444G20Rik	0	0	0	0	0	0
4930444M15Rik	0	3	0	1	0	1
4930444P10Rik	0	0	0	1	0	0
4930447A16Rik	0	0	0	0	0	0
4930447C04Rik	14	26	36	23	16	30
4930447J18Rik	0	0	0	0	0	0
4930447K03Rik	3	1	2	2	0	1
4930447N08Rik	3	8	1	2	0	2
4930448C13Rik	0	1	0	0	0	0
4930448F12Rik	0	0	0	0	0	0
4930448H16Rik	1	0	0	0	0	2
4930448I06Rik	0	0	0	0	0	0
4930448I18Rik	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0
4930449E01Rik	0	0	0	0	0	0
4930449E18Rik	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0
4930451C15Rik	0	0	0	0	0	2
4930451I11Rik	0	0	0	0	0	0
4930452A19Rik	0	0	0	0	0	0
4930452B06Rik	6	12	6	10	7	7
4930452G13Rik	0	0	0	0	1	0
4930452N14Rik	0	0	0	0	0	0
4930453H23Rik	0	0	0	0	0	0
4930453N24Rik	301	380	328	409	387	332
4930455B14Rik	0	0	0	0	0	0
4930455C13Rik	207	287	247	286	152	212
4930455C21Rik	276	303	278	422	460	447
4930455D15Rik	0	1	0	0	0	0
4930455F16Rik	0	0	0	0	0	0
4930455F23Rik	100	123	114	208	189	158
4930455H04Rik	0	1	1	0	0	2
4930455J16Rik	0	0	0	0	0	0
4930456L15Rik	0	0	0	0	0	1
4930458L03Rik	0	0	0	0	0	0
4930459L07Rik	0	0	0	0	0	0
4930461G14Rik	0	0	0	0	0	0
4930465A12Rik	0	0	0	0	0	0
4930465K10Rik	11	11	5	8	0	5
4930465M20Rik	0	0	0	0	0	0
4930467D21Rik	0	0	0	0	0	0
4930467E23Rik	0	0	0	0	0	0
4930467K11Rik	0	0	1	0	0	0
4930468A15Rik	0	0	0	0	0	0
4930469G21Rik	0	0	1	0	0	0
4930470H14Rik	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0
4930471C04Rik	0	0	0	0	0	0
4930471G03Rik	2	0	0	1	0	0
4930471I20Rik	31	50	36	42	24	24
4930471M09Rik	1	0	1	2	0	3
4930471M23Rik	152	156	162	160	173	157
4930473A02Rik	196	286	247	284	297	257
4930473A06Rik	78	70	74	60	37	54
4930473O22Rik	0	0	0	0	0	0
4930474G06Rik	0	0	0	0	0	0
4930474H20Rik	0	0	0	0	0	0
4930474M22Rik	0	0	0	0	0	0
4930474N05Rik	0	0	0	0	0	0
4930474N09Rik	0	0	0	0	0	0
4930478L05Rik	1	4	3	1	0	1
4930478P22Rik	0	0	0	0	0	0
4930479D17Rik	1	2	1	0	0	1
4930479M11Rik	0	0	0	0	0	0
4930480E11Rik	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	0
4930480K15Rik	0	1	1	0	0	0
4930480M12Rik	0	0	0	0	0	0
4930481A15Rik	80	108	89	91	154	125
4930483J18Rik	0	0	0	0	0	0
4930483K19Rik	39	43	32	64	36	45
4930483O08Rik	0	0	0	0	0	0
4930486F22Rik	0	0	0	0	0	0
4930486I03Rik	0	0	0	0	0	0
4930486L24Rik	4	7	5	5	4	7
4930487D11Rik	0	0	0	0	0	0
4930487H11Rik	0	0	0	0	0	0
4930488B22Rik	0	0	0	0	0	0
4930488L21Rik	0	0	0	0	0	0
4930500F04Rik	0	0	0	0	0	0
4930500J02Rik	0	2	2	0	0	2
4930500L23Rik	0	0	0	0	0	0
4930502A04Rik	0	0	0	0	0	0
4930502E09Rik	8	8	9	1	2	0
4930502E18Rik	0	0	1	0	0	1
4930503B20Rik	0	1	0	2	0	1
4930503E14Rik	0	0	0	0	0	0
4930503E24Rik	1	1	1	0	1	0
4930503H13Rik	0	0	0	0	0	0
4930503L19Rik	506	489	490	422	143	351
4930503O07Rik	0	0	0	0	0	0
4930504O13Rik	0	0	0	0	0	0
4930505A04Rik	1	1	0	0	0	0
4930505G20Rik	0	0	0	0	0	0
4930506M07Rik	32	28	21	41	39	29
4930507D05Rik	70	90	96	85	41	74
4930509E16Rik	8	6	13	4	7	2
4930509J09Rik	0	0	0	0	0	0
4930509K18Rik	0	1	0	0	0	0
4930511A02Rik	0	0	0	0	0	0
4930511E03Rik	0	0	0	0	0	0
4930511I11Rik	0	0	0	0	0	0
4930511M06Rik	0	0	0	0	0	0
4930511M11Rik	0	0	0	0	0	0
4930512B01Rik	78	83	71	32	11	25
4930513D17Rik	0	0	0	0	0	0
4930513N10Rik	91	131	97	95	37	70
4930513O06Rik	0	0	0	0	0	0
4930515B02Rik	0	0	0	0	0	0
4930515G01Rik	22	30	20	23	26	13
4930515G16Rik	0	0	0	0	0	0
4930515L03Rik	0	0	0	0	0	0
4930515L19Rik	0	0	0	0	0	0
4930517E11Rik	0	0	0	0	0	0
4930518P08Rik	0	0	0	0	0	0
4930519D14Rik	0	0	0	0	0	0
4930519F09Rik	0	0	0	0	1	0
4930519F16Rik	0	0	0	0	0	0
4930519F24Rik	0	0	0	0	0	0
4930519G04Rik	0	0	0	0	0	0
4930519H02Rik	0	0	0	0	0	0
4930520O04Rik	15	15	6	10	17	12
4930520P13Rik	0	0	0	0	0	0
4930521A18Rik	0	0	0	0	0	0
4930521E06Rik	0	0	0	0	0	0
4930522H14Rik	0	0	0	0	0	0
4930522O17Rik	0	0	0	0	0	0
4930523C07Rik	305	473	421	818	687	651
4930523O13Rik	0	0	0	0	0	0
4930524B15Rik	0	1	0	0	0	0
4930524C18Rik	0	0	0	0	0	0
4930524E20Rik	0	0	0	0	0	0
4930524L23Rik	6	7	7	5	9	12
4930524N10Rik	0	0	0	0	0	0
4930524O05Rik	9	6	1	5	5	2
4930524O08Rik	0	0	0	0	0	0
4930525D18Rik	0	1	0	1	1	0
4930525F21Rik	0	0	0	0	0	1
4930525G20Rik	4	0	4	0	1	4
4930525M21Rik	0	0	0	0	0	0
4930526D03Rik	0	0	1	0	0	0
4930526I15Rik	79	128	88	133	106	116
4930526L06Rik	1	1	0	0	0	0
4930527F14Rik	0	0	0	0	0	0
4930527G23Rik	0	0	0	0	0	0
4930528A17Rik	14	15	13	11	4	15
4930528D03Rik	0	0	0	0	0	0
4930528F23Rik	11	20	24	5	4	2
4930528P14Rik	0	0	0	0	0	0
4930529C04Rik	0	2	0	0	0	1
4930529F22Rik	0	0	0	0	0	0
4930529F24Rik	0	0	0	0	0	0
4930529K09Rik	0	0	0	0	0	0
4930529L06Rik	0	0	0	0	0	0
4930529M08Rik	0	0	0	0	1	1
4930533B01Rik	0	0	0	0	0	0
